idade,sexo,cor_raca,anos_estudo,setor,regiao,rendimento_hora
35,M,Preta,12,Comercio,Sudeste,14.375
36,F,Parda,12,Industria,Sudeste,10.625
49,M,Branca,12,Comercio,Sudeste,13.125
44,M,Branca,9,Comercio,Sudeste,8.125
55,M,Branca,12,Comercio,Sudeste,15.625
52,F,Branca,12,Agricultura,Sudeste,5.0
43,F,Parda,12,Comercio,Sudeste,11.25
22,F,Parda,12,Industria,Sudeste,6.25
53,M,Branca,12,Industria,Sudeste,9.375
57,M,Branca,5,Industria,Sudeste,9.6875
27,M,Branca,10,Comercio,Sudeste,5.625
40,M,Branca,7,Industria,Sudeste,7.5
33,F,Preta,9,Servicos,Sudeste,6.875
30,M,Preta,6,Industria,Sudeste,7.5
27,M,Branca,16,Comercio,Sudeste,18.75
54,F,Branca,16,Servicos,Sudeste,20.0
38,M,Preta,12,Servicos,Sudeste,18.75
56,F,Parda,12,Industria,Sudeste,9.375
20,M,Branca,12,Servicos,Sudeste,11.875
20,M,Branca,13,Comercio,Sudeste,9.375
36,M,Branca,16,Servicos,Sudeste,31.25
26,M,Preta,12,Construcao,Sudeste,14.375
27,F,Preta,16,Servicos,Sudeste,18.75
71,M,Preta,12,Comercio,Sudeste,13.7375
24,F,Preta,16,Servicos,Sudeste,19.375
26,M,Branca,12,Comercio,Sudeste,12.5
57,M,Parda,8,Agricultura,Sudeste,9.375
45,M,Parda,5,Agricultura,Sudeste,8.13125
43,F,Parda,5,Servicos,Sudeste,8.13125
58,M,Parda,0,Agricultura,Sudeste,8.125
57,M,Parda,4,Agricultura,Sudeste,18.50625
59,M,Preta,1,Agricultura,Sudeste,8.13125
55,M,Preta,0,Agricultura,Sudeste,8.125
25,M,Branca,5,Agricultura,Sudeste,8.125
31,M,Branca,9,Agricultura,Sudeste,8.1375
30,F,Branca,9,Servicos,Sudeste,12.5
41,F,Branca,12,Servicos,Sudeste,30.0
52,F,Branca,3,Comercio,Sudeste,8.1375
60,M,Parda,0,Agricultura,Sudeste,8.1375
67,M,Branca,0,Agricultura,Sudeste,8.1375
64,M,Branca,5,Agricultura,Sudeste,8.1375
35,M,Branca,6,Agricultura,Sudeste,1.875
50,M,Parda,12,Agricultura,Sudeste,15.625
51,F,Parda,5,Agricultura,Sudeste,9.375
60,F,Preta,0,Agricultura,Sudeste,3.125
32,F,Parda,6,Agricultura,Sudeste,8.25
34,M,Branca,9,Agricultura,Sudeste,8.25
48,M,Parda,9,Industria,Sudeste,8.1375
54,F,Preta,0,Servicos,Sudeste,11.95
58,F,Parda,16,Servicos,Sudeste,17.5
57,M,Parda,16,Servicos,Sudeste,9.375
55,F,Parda,7,Agricultura,Sudeste,6.25
42,F,Branca,12,Servicos,Sudeste,9.375
34,M,Parda,12,Industria,Sudeste,15.625
54,M,Parda,12,Construcao,Sudeste,17.5
23,F,Parda,12,Servicos,Sudeste,6.25
26,M,Parda,12,Construcao,Sudeste,13.4375
35,M,Branca,8,Industria,Sudeste,5.0
39,M,Branca,12,Industria,Sudeste,17.5
38,M,Branca,12,Industria,Sudeste,15.625
21,M,Branca,12,Industria,Sudeste,12.5
34,F,Parda,16,Servicos,Sudeste,12.5
36,M,Parda,9,Comercio,Sudeste,9.0625
55,F,Branca,5,Servicos,Sudeste,8.75
30,M,Parda,12,Agricultura,Sudeste,13.125
25,F,Branca,16,Servicos,Sudeste,8.1375
26,M,Branca,12,Construcao,Sudeste,9.375
64,M,Branca,12,Servicos,Sudeste,10.625
57,M,Preta,5,Industria,Sudeste,1.875
52,M,Preta,4,Industria,Sudeste,1.875
51,M,Preta,6,Industria,Sudeste,8.1375
48,F,Branca,16,Industria,Sudeste,12.5
22,M,Branca,15,Servicos,Sudeste,3.125
55,M,Parda,12,Comercio,Sudeste,8.1375
51,F,Branca,12,Comercio,Sudeste,8.1375
44,M,Preta,16,Servicos,Sudeste,8.1375
37,F,Preta,12,Agricultura,Sudeste,8.1375
27,M,Branca,9,Industria,Sudeste,9.375
35,M,Branca,16,Servicos,Sudeste,31.25
36,F,Branca,12,Agricultura,Sudeste,8.25
48,F,Preta,9,Servicos,Sudeste,6.25
53,M,Branca,10,Industria,Sudeste,6.25
34,F,Branca,16,Servicos,Sudeste,15.15
22,F,Parda,12,Comercio,Sudeste,3.125
49,F,Branca,12,Comercio,Sudeste,8.75
27,M,Parda,12,Agricultura,Sudeste,8.1375
32,M,Preta,9,Agricultura,Sudeste,15.625
40,F,Preta,9,Agricultura,Sudeste,8.1375
22,F,Parda,12,Agricultura,Sudeste,8.1375
25,M,Parda,6,Industria,Sudeste,15.0
41,F,Preta,9,Servicos,Sudeste,7.575
21,M,Parda,12,Servicos,Sudeste,5.0
18,M,Preta,12,Industria,Sudeste,9.6875
61,M,Preta,3,Industria,Sudeste,12.5
67,M,Preta,4,Comercio,Sudeste,9.61875
19,M,Parda,9,Industria,Sudeste,15.625
58,M,Preta,8,Servicos,Sudeste,1.5625
43,F,Branca,4,Agricultura,Sudeste,9.61875
28,M,Branca,16,Industria,Sudeste,8.1375
32,F,Branca,16,Servicos,Sudeste,10.0
29,M,Preta,9,Comercio,Sudeste,8.1375
54,F,Parda,16,Servicos,Sudeste,21.875
46,F,Parda,16,Servicos,Sudeste,21.25
36,M,Preta,10,Industria,Sudeste,3.75
57,M,Parda,11,Comercio,Sudeste,10.00625
53,F,Preta,11,Comercio,Sudeste,10.00625
49,F,Preta,0,Comercio,Sudeste,8.1375
46,F,Preta,16,Servicos,Sudeste,10.00625
48,F,Amarela,12,Servicos,Sudeste,9.6875
32,F,Branca,12,Comercio,Sudeste,25.0
52,M,Branca,12,Comercio,Sudeste,17.5
19,M,Branca,14,Construcao,Sudeste,8.1375
44,M,Preta,10,Servicos,Sudeste,8.125
38,F,Parda,8,Servicos,Sudeste,5.0
57,M,Branca,12,Agricultura,Sudeste,12.5
43,F,Parda,10,Servicos,Sudeste,4.375
26,M,Preta,9,Agricultura,Sudeste,15.625
64,F,Branca,13,Comercio,Sudeste,9.375
55,F,Parda,2,Servicos,Sudeste,7.575
25,M,Parda,12,Industria,Sudeste,10.625
30,M,Branca,12,Agricultura,Sudeste,10.0
28,M,Branca,12,Agricultura,Sudeste,15.625
49,F,Parda,10,Servicos,Sudeste,4.375
24,M,Parda,11,Industria,Sudeste,11.375
33,F,Parda,12,Servicos,Sudeste,11.25
56,F,Branca,12,Servicos,Sudeste,10.0
22,M,Branca,12,Servicos,Sudeste,8.1375
73,M,Branca,7,Servicos,Sudeste,31.25
63,M,Parda,16,Servicos,Sudeste,25.0
58,M,Parda,5,Industria,Sudeste,12.5
63,M,Branca,7,Comercio,Sudeste,3.125
34,F,Branca,12,Comercio,Sudeste,7.5
74,M,Branca,5,Industria,Sudeste,31.25
53,M,Branca,12,Industria,Sudeste,15.625
35,F,Preta,16,Comercio,Sudeste,12.5
34,F,Branca,16,Servicos,Sudeste,25.0
25,F,Branca,16,Comercio,Sudeste,21.875
37,F,Branca,16,Comercio,Sudeste,4.0625
47,F,Branca,13,Construcao,Sudeste,0.8
58,M,Preta,12,Construcao,Sudeste,11.4375
49,F,Preta,16,Industria,Sudeste,22.8125
60,F,Preta,12,Servicos,Sudeste,8.4375
50,M,Preta,16,Construcao,Sudeste,12.5
24,M,Preta,16,Comercio,Sudeste,13.125
22,M,Preta,12,Comercio,Sudeste,8.4375
21,F,Preta,12,Comercio,Sudeste,6.125
31,F,Preta,12,Agricultura,Sudeste,8.4375
58,M,Preta,12,Comercio,Sudeste,14.375
53,F,Parda,10,Servicos,Sudeste,8.4375
72,M,Parda,9,Construcao,Sudeste,4.25
37,F,Amarela,12,Comercio,Sudeste,11.5625
34,F,Preta,12,Comercio,Sudeste,10.3125
40,F,Branca,12,Servicos,Sudeste,7.575
44,M,Branca,12,Construcao,Sudeste,21.875
35,F,Parda,12,Comercio,Sudeste,12.5
42,M,Parda,9,Construcao,Sudeste,10.0
60,M,Parda,9,Comercio,Sudeste,7.8125
47,M,Preta,12,Servicos,Sudeste,9.375
55,M,Branca,10,Servicos,Sudeste,21.875
77,F,Branca,2,Agricultura,Sudeste,7.5
35,M,Branca,12,Servicos,Sudeste,21.875
30,F,Branca,12,Servicos,Sudeste,8.1375
54,M,Branca,12,Industria,Sudeste,8.1375
34,M,Branca,13,Servicos,Sudeste,6.25
68,F,Branca,9,Servicos,Sudeste,9.375
61,M,Branca,6,Industria,Sudeste,11.25
23,M,Branca,9,Servicos,Sudeste,8.1375
58,F,Branca,16,Servicos,Sudeste,15.625
28,M,Parda,15,Comercio,Sudeste,18.75
62,F,Parda,4,Servicos,Sudeste,8.1375
34,M,Parda,10,Servicos,Sudeste,8.1375
36,F,Branca,12,Industria,Sudeste,8.1375
22,M,Preta,12,Comercio,Sudeste,17.5
29,F,Preta,16,Industria,Sudeste,21.25
72,M,Parda,12,Comercio,Sudeste,4.0625
62,F,Branca,16,Agricultura,Sudeste,7.5
56,M,Branca,7,Agricultura,Sudeste,7.575
65,F,Parda,12,Comercio,Sudeste,11.25
74,M,Branca,16,Servicos,Sudeste,22.725
57,M,Parda,12,Industria,Sudeste,16.25
35,M,Preta,6,Agricultura,Sudeste,11.875
65,M,Parda,7,Agricultura,Sudeste,9.375
29,M,Branca,8,Agricultura,Sudeste,9.375
42,M,Preta,16,Agricultura,Sudeste,8.1375
45,M,Parda,0,Agricultura,Sudeste,8.75
30,M,Parda,5,Agricultura,Sudeste,9.375
32,M,Preta,7,Agricultura,Sudeste,9.6875
25,F,Preta,12,Servicos,Sudeste,6.25
51,M,Parda,12,Comercio,Sudeste,10.0
35,F,Branca,16,Comercio,Sudeste,9.375
39,M,Branca,12,Construcao,Sudeste,18.75
63,M,Branca,12,Industria,Sudeste,24.375
61,F,Branca,12,Servicos,Sudeste,24.375
39,F,Parda,13,Comercio,Sudeste,11.25
21,F,Parda,16,Agricultura,Sudeste,5.0
42,M,Branca,13,Industria,Sudeste,9.375
27,M,Parda,12,Industria,Sudeste,6.25
56,F,Branca,16,Agricultura,Sudeste,9.375
21,M,Branca,12,Construcao,Sudeste,9.375
51,F,Parda,16,Servicos,Sudeste,16.25
39,M,Branca,16,Servicos,Sudeste,16.25
58,M,Parda,12,Industria,Sudeste,9.375
49,F,Parda,7,Servicos,Sudeste,1.875
52,M,Branca,12,Comercio,Sudeste,11.875
60,F,Parda,7,Servicos,Sudeste,15.625
23,M,Parda,12,Industria,Sudeste,7.5
59,M,Branca,12,Comercio,Sudeste,8.75
35,M,Branca,12,Construcao,Sudeste,20.0
31,M,Branca,12,Construcao,Sudeste,30.0
43,M,Parda,8,Construcao,Sudeste,28.75
53,F,Branca,12,Comercio,Sudeste,10.0
61,M,Branca,12,Industria,Sudeste,14.375
52,M,Branca,16,Construcao,Sudeste,25.0
51,F,Branca,12,Servicos,Sudeste,21.875
41,F,Branca,0,Servicos,Sudeste,16.25
41,M,Branca,14,Agricultura,Sudeste,21.25
62,M,Parda,12,Industria,Sudeste,11.25
56,F,Branca,16,Servicos,Sudeste,10.0
26,M,Branca,16,Servicos,Sudeste,25.0
26,F,Parda,16,Industria,Sudeste,31.25
75,F,Parda,12,Industria,Sudeste,6.25
71,F,Branca,16,Servicos,Sudeste,3.7875
48,F,Parda,16,Servicos,Sudeste,24.375
26,M,Preta,13,Industria,Sudeste,9.375
58,F,Parda,12,Servicos,Sudeste,8.25
23,F,Parda,12,Servicos,Sudeste,18.75
40,M,Parda,13,Construcao,Sudeste,18.75
28,F,Preta,8,Industria,Sudeste,8.75
39,F,Branca,15,Comercio,Sudeste,12.5
18,F,Parda,11,Industria,Sudeste,1.875
48,M,Preta,1,Servicos,Sudeste,16.25
26,M,Parda,16,Industria,Sudeste,10.0
50,F,Branca,12,Industria,Sudeste,18.75
21,F,Branca,13,Industria,Sudeste,0.9375
29,F,Parda,12,Servicos,Sudeste,5.0
60,F,Preta,12,Servicos,Sudeste,9.375
47,M,Branca,12,Construcao,Sudeste,6.25
60,F,Parda,12,Industria,Sudeste,7.5
42,M,Parda,12,Construcao,Sudeste,15.625
30,F,Parda,13,Servicos,Sudeste,9.375
38,F,Branca,16,Comercio,Sudeste,28.125
38,M,Branca,14,Agricultura,Sudeste,21.875
41,F,Branca,16,Agricultura,Sudeste,21.875
58,F,Branca,7,Comercio,Sudeste,12.5
36,M,Parda,12,Servicos,Sudeste,3.75
20,M,Parda,12,Servicos,Sudeste,9.375
19,M,Branca,12,Industria,Sudeste,3.75
42,F,Preta,9,Comercio,Sudeste,8.1375
41,M,Indigena,9,Comercio,Sudeste,4.25
38,F,Parda,12,Industria,Sudeste,12.5
23,M,Branca,10,Industria,Sudeste,8.25
18,M,Parda,12,Industria,Sudeste,15.0
62,F,Preta,11,Servicos,Sudeste,18.75
39,M,Branca,12,Construcao,Sudeste,18.125
65,F,Preta,6,Servicos,Sudeste,3.125
47,M,Preta,16,Servicos,Sudeste,25.0
45,F,Parda,16,Servicos,Sudeste,10.625
25,M,Parda,12,Servicos,Sudeste,9.375
63,F,Parda,5,Servicos,Sudeste,6.25
23,M,Parda,12,Servicos,Sudeste,8.1375
43,M,Preta,12,Agricultura,Sudeste,18.75
34,F,Preta,12,Comercio,Sudeste,6.25
62,F,Branca,12,Servicos,Sudeste,7.575
31,M,Branca,16,Servicos,Sudeste,25.0
51,M,Branca,1,Industria,Sudeste,18.75
58,F,Branca,12,Servicos,Sudeste,8.75
24,M,Branca,11,Comercio,Sudeste,8.75
67,M,Branca,16,Industria,Sudeste,18.75
64,M,Branca,12,Construcao,Sudeste,18.75
37,M,Branca,15,Construcao,Sudeste,18.75
41,F,Branca,16,Construcao,Sudeste,12.5
24,F,Branca,14,Comercio,Sudeste,8.125
52,M,Parda,0,Industria,Sudeste,18.75
47,F,Branca,0,Industria,Sudeste,12.5
26,M,Branca,15,Comercio,Sudeste,10.625
48,M,Preta,12,Comercio,Sudeste,31.25
26,F,Branca,12,Comercio,Sudeste,31.25
21,M,Branca,15,Comercio,Sudeste,8.125
40,F,Branca,16,Servicos,Sudeste,2.8125
65,F,Branca,16,Servicos,Sudeste,12.5
61,F,Branca,16,Servicos,Sudeste,20.0
47,F,Branca,16,Servicos,Sudeste,31.25
19,F,Parda,12,Servicos,Sudeste,4.0625
58,M,Branca,12,Servicos,Sudeste,1.875
42,M,Branca,12,Servicos,Sudeste,18.75
49,F,Branca,16,Servicos,Sudeste,28.125
49,F,Parda,12,Servicos,Sudeste,17.5
57,F,Parda,16,Servicos,Sudeste,17.5
22,F,Parda,13,Comercio,Sudeste,18.75
70,M,Parda,12,Servicos,Sudeste,3.75
24,M,Parda,12,Servicos,Sudeste,7.5
55,F,Branca,12,Industria,Sudeste,9.375
40,M,Parda,16,Agricultura,Sudeste,11.25
37,F,Parda,12,Servicos,Sudeste,1.875
21,F,Parda,12,Industria,Sudeste,8.1375
18,M,Parda,10,Servicos,Sudeste,25.0
40,F,Preta,12,Servicos,Sudeste,0.75
39,M,Preta,12,Comercio,Sudeste,18.75
36,F,Preta,12,Industria,Sudeste,18.75
63,M,Parda,9,Agricultura,Sudeste,11.875
29,F,Parda,16,Servicos,Sudeste,9.375
40,M,Parda,12,Industria,Sudeste,8.1375
36,F,Parda,12,Industria,Sudeste,8.1375
19,F,Branca,12,Industria,Sudeste,4.375
24,F,Parda,12,Servicos,Sudeste,12.5
47,F,Branca,12,Servicos,Sudeste,4.0625
51,M,Parda,12,Servicos,Sudeste,12.375
28,M,Branca,9,Construcao,Sudeste,8.25
26,F,Branca,13,Servicos,Sudeste,8.25
49,F,Branca,7,Agricultura,Sudeste,12.375
47,M,Branca,12,Agricultura,Sudeste,7.5
19,F,Branca,12,Servicos,Sudeste,8.25
64,M,Branca,12,Industria,Sudeste,18.75
52,F,Preta,11,Servicos,Sudeste,0.875
59,M,Parda,12,Servicos,Sudeste,21.875
26,M,Branca,12,Construcao,Sudeste,18.75
36,M,Parda,12,Servicos,Sudeste,18.75
31,F,Parda,12,Servicos,Sudeste,18.75
50,F,Preta,16,Servicos,Sudeste,11.25
51,M,Preta,12,Industria,Sudeste,16.5
51,F,Preta,12,Servicos,Sudeste,8.25
50,F,Preta,12,Agricultura,Sudeste,8.25
18,F,Preta,12,Servicos,Sudeste,5.0
60,F,Preta,9,Servicos,Sudeste,2.5
28,F,Parda,12,Servicos,Sudeste,0.625
28,M,Preta,10,Industria,Sudeste,9.375
34,M,Preta,0,Industria,Sudeste,7.5
49,F,Preta,7,Industria,Sudeste,4.375
50,M,Parda,5,Industria,Sudeste,8.1375
60,F,Preta,12,Servicos,Sudeste,8.1375
58,F,Preta,12,Servicos,Sudeste,8.1375
42,M,Parda,14,Industria,Sudeste,9.375
36,F,Parda,16,Servicos,Sudeste,12.5
53,F,Preta,7,Agricultura,Sudeste,9.375
80,F,Parda,6,Agricultura,Sudeste,3.75
46,M,Branca,14,Agricultura,Sudeste,11.25
40,F,Parda,16,Servicos,Sudeste,11.25
58,F,Branca,16,Servicos,Sudeste,31.25
61,M,Preta,15,Servicos,Sudeste,31.25
51,M,Branca,12,Construcao,Sudeste,8.1375
55,M,Branca,16,Servicos,Sudeste,3.75
48,M,Parda,10,Industria,Sudeste,15.0
23,M,Parda,10,Industria,Sudeste,8.125
22,F,Parda,12,Servicos,Sudeste,8.1375
28,M,Parda,12,Servicos,Sudeste,18.75
27,M,Branca,12,Industria,Sudeste,13.75
55,F,Parda,12,Servicos,Sudeste,3.125
27,M,Branca,9,Construcao,Sudeste,11.25
32,M,Preta,1,Industria,Sudeste,7.5
42,F,Branca,9,Industria,Sudeste,12.5
69,M,Parda,5,Industria,Sudeste,21.875
41,M,Branca,12,Comercio,Sudeste,16.25
24,M,Branca,13,Agricultura,Sudeste,11.8375
22,F,Preta,12,Servicos,Sudeste,15.625
26,M,Preta,12,Comercio,Sudeste,12.5
42,F,Preta,12,Servicos,Sudeste,3.125
29,M,Parda,12,Agricultura,Sudeste,31.25
29,F,Parda,12,Comercio,Sudeste,9.375
40,F,Branca,12,Servicos,Sudeste,15.0
41,M,Parda,9,Agricultura,Sudeste,10.0
58,M,Branca,12,Construcao,Sudeste,23.125
21,F,Branca,12,Agricultura,Sudeste,3.75
49,F,Branca,12,Industria,Sudeste,7.575
27,F,Preta,12,Servicos,Sudeste,7.575
47,M,Parda,4,Industria,Sudeste,15.625
52,F,Preta,12,Comercio,Sudeste,1.25
47,M,Preta,12,Comercio,Sudeste,31.25
39,F,Preta,12,Servicos,Sudeste,3.75
48,M,Branca,1,Construcao,Sudeste,6.25
39,F,Preta,5,Comercio,Sudeste,0.9375
44,M,Branca,13,Industria,Sudeste,8.1375
39,M,Branca,11,Industria,Sudeste,9.375
45,F,Branca,16,Industria,Sudeste,11.25
47,M,Branca,12,Comercio,Sudeste,8.1375
52,F,Preta,12,Servicos,Sudeste,8.1375
63,M,Branca,16,Industria,Sudeste,18.75625
34,F,Branca,16,Servicos,Sudeste,11.25
36,F,Preta,12,Industria,Sudeste,3.125
43,M,Preta,11,Comercio,Sudeste,2.25
59,M,Parda,12,Servicos,Sudeste,8.1375
50,M,Parda,12,Industria,Sudeste,8.75
56,F,Branca,12,Servicos,Sudeste,8.1375
51,M,Branca,12,Construcao,Sudeste,15.625
65,F,Parda,12,Servicos,Sudeste,11.875
43,F,Branca,12,Servicos,Sudeste,8.1375
23,M,Branca,15,Industria,Sudeste,8.1375
18,M,Branca,12,Industria,Sudeste,5.0
22,F,Parda,0,Comercio,Sudeste,8.1375
34,M,Branca,12,Industria,Sudeste,9.375
63,M,Branca,16,Comercio,Sudeste,7.5
30,F,Branca,16,Servicos,Sudeste,21.875
28,M,Branca,16,Comercio,Sudeste,12.5
49,M,Branca,12,Industria,Sudeste,18.75
28,M,Parda,16,Construcao,Sudeste,8.1375
42,F,Branca,16,Servicos,Sudeste,21.875
60,F,Branca,16,Servicos,Sudeste,31.25
32,M,Parda,12,Servicos,Sudeste,31.25
50,F,Branca,14,Servicos,Sudeste,12.5
40,M,Parda,12,Comercio,Sudeste,15.625
47,M,Parda,12,Industria,Sudeste,6.25
50,M,Branca,14,Servicos,Sudeste,18.75
50,F,Branca,12,Servicos,Sudeste,10.4375
55,M,Preta,8,Servicos,Sudeste,17.5
27,M,Parda,16,Agricultura,Sudeste,12.5
51,F,Branca,12,Servicos,Sudeste,21.875
29,F,Branca,16,Agricultura,Sudeste,21.875
24,M,Branca,15,Comercio,Sudeste,5.3125
29,F,Branca,16,Agricultura,Sudeste,13.75
41,M,Preta,12,Industria,Sudeste,21.875
50,M,Branca,4,Industria,Sudeste,6.25
57,F,Branca,9,Industria,Sudeste,8.125
57,M,Parda,8,Industria,Sudeste,8.125
27,F,Branca,16,Servicos,Sudeste,8.125
28,M,Parda,12,Servicos,Sudeste,8.1375
35,M,Parda,12,Agricultura,Sudeste,15.625
39,F,Parda,12,Agricultura,Sudeste,15.625
69,M,Parda,3,Industria,Sudeste,6.25
47,M,Parda,12,Industria,Sudeste,12.5
58,M,Branca,16,Agricultura,Sudeste,15.625
49,F,Branca,16,Servicos,Sudeste,31.25
76,F,Branca,16,Comercio,Sudeste,21.875
59,F,Branca,12,Comercio,Sudeste,8.125
24,M,Branca,15,Comercio,Sudeste,11.25
59,M,Parda,9,Servicos,Sudeste,7.575
40,M,Branca,12,Construcao,Sudeste,8.125
18,F,Branca,12,Servicos,Sudeste,8.125
56,F,Preta,12,Agricultura,Sudeste,5.0
48,M,Preta,6,Comercio,Sudeste,25.0
24,M,Parda,7,Servicos,Sudeste,8.125
19,M,Parda,6,Industria,Sudeste,6.25
42,M,Parda,12,Industria,Sudeste,15.625
33,F,Branca,12,Industria,Sudeste,8.125
32,M,Branca,9,Industria,Sudeste,8.35625
45,M,Branca,12,Comercio,Sudeste,5.0
50,F,Preta,11,Comercio,Sudeste,15.0
45,F,Preta,12,Construcao,Sudeste,31.25
48,F,Branca,6,Agricultura,Sudeste,8.75
41,M,Parda,7,Construcao,Sudeste,8.75
66,F,Preta,9,Agricultura,Sudeste,8.125
50,F,Branca,12,Servicos,Sudeste,20.0
25,M,Parda,12,Industria,Sudeste,7.575
51,F,Branca,12,Servicos,Sudeste,3.125
46,M,Parda,12,Industria,Sudeste,12.5
41,M,Parda,4,Industria,Sudeste,16.25
45,M,Parda,12,Industria,Sudeste,9.375
57,F,Parda,1,Servicos,Sudeste,3.0
51,M,Parda,12,Construcao,Sudeste,8.1375
64,M,Preta,0,Industria,Sudeste,5.625
35,M,Preta,6,Industria,Sudeste,5.625
31,F,Preta,6,Industria,Sudeste,4.375
52,M,Parda,10,Comercio,Sudeste,18.75
23,F,Parda,12,Comercio,Sudeste,9.375
51,M,Parda,12,Construcao,Sudeste,16.875
49,M,Parda,0,Industria,Sudeste,9.375
23,M,Branca,12,Industria,Sudeste,12.5
54,F,Parda,12,Agricultura,Sudeste,2.5
58,M,Branca,12,Construcao,Sudeste,18.75
50,F,Parda,16,Servicos,Sudeste,15.625
28,M,Parda,16,Comercio,Sudeste,31.25
24,M,Parda,16,Comercio,Sudeste,31.25
48,F,Parda,12,Industria,Sudeste,15.0
55,M,Parda,12,Comercio,Sudeste,16.875
41,M,Parda,14,Construcao,Sudeste,15.625
68,M,Parda,12,Industria,Sudeste,8.125
48,F,Parda,12,Servicos,Sudeste,3.125
24,M,Parda,12,Industria,Sudeste,8.1375
47,M,Parda,2,Agricultura,Sudeste,7.575
52,F,Parda,5,Agricultura,Sudeste,8.1375
24,M,Branca,6,Industria,Sudeste,10.0
40,F,Parda,12,Agricultura,Sudeste,9.375
41,M,Parda,4,Agricultura,Sudeste,6.25
20,M,Parda,12,Agricultura,Sudeste,8.1375
56,F,Branca,3,Servicos,Sudeste,0.75
59,F,Parda,5,Agricultura,Sudeste,2.1875
67,M,Preta,4,Agricultura,Sudeste,2.1875
62,M,Branca,5,Agricultura,Sudeste,15.15
22,M,Branca,12,Agricultura,Sudeste,15.15
31,M,Parda,12,Agricultura,Sudeste,18.75
21,F,Parda,10,Agricultura,Sudeste,7.5
33,F,Branca,16,Comercio,Sudeste,31.25
41,F,Preta,12,Industria,Sudeste,0.625
62,F,Preta,7,Servicos,Sudeste,7.5
28,M,Preta,8,Servicos,Sudeste,18.75
27,F,Parda,5,Agricultura,Sudeste,1.875
19,M,Preta,10,Industria,Sudeste,5.625
35,M,Preta,16,Servicos,Sudeste,31.25
30,F,Branca,16,Servicos,Sudeste,18.75
41,F,Parda,16,Servicos,Sudeste,18.75
65,M,Parda,12,Agricultura,Sudeste,18.75
28,F,Parda,12,Servicos,Sudeste,4.375
24,M,Parda,12,Construcao,Sudeste,8.1375
55,M,Parda,10,Industria,Sudeste,9.0625
29,F,Branca,12,Comercio,Sudeste,8.125
51,F,Parda,12,Industria,Sudeste,9.375
39,M,Branca,10,Agricultura,Sudeste,8.1375
50,F,Branca,6,Servicos,Sudeste,5.0
47,M,Branca,12,Industria,Sudeste,9.375
64,M,Parda,12,Construcao,Sudeste,5.0
39,F,Branca,13,Comercio,Sudeste,12.5
57,F,Branca,16,Servicos,Sudeste,28.125
52,F,Branca,16,Servicos,Sudeste,18.75
25,M,Branca,16,Comercio,Sudeste,18.75
22,F,Branca,15,Servicos,Sudeste,6.25
30,F,Parda,16,Agricultura,Sudeste,31.25
32,M,Branca,13,Industria,Sudeste,18.75
76,M,Branca,16,Servicos,Sudeste,8.125
59,M,Branca,16,Industria,Sudeste,18.75
45,M,Parda,12,Agricultura,Sudeste,20.9375
56,F,Branca,7,Industria,Sudeste,0.625
27,M,Parda,10,Industria,Sudeste,9.375
26,F,Parda,12,Comercio,Sudeste,9.375
72,M,Branca,10,Agricultura,Sudeste,6.25
56,F,Branca,12,Agricultura,Sudeste,6.25
55,F,Branca,12,Servicos,Sudeste,9.375
25,M,Preta,16,Construcao,Sudeste,25.0
25,F,Branca,16,Servicos,Sudeste,21.875
54,M,Parda,5,Servicos,Sudeste,9.375
48,F,Parda,12,Servicos,Sudeste,5.0
54,M,Parda,12,Construcao,Sudeste,18.75
54,F,Parda,12,Servicos,Sudeste,9.375
52,M,Parda,12,Construcao,Sudeste,12.5
44,F,Parda,12,Servicos,Sudeste,12.5
60,F,Parda,16,Servicos,Sudeste,15.625
57,M,Parda,16,Comercio,Sudeste,18.75
63,M,Branca,12,Servicos,Sudeste,12.5
42,F,Branca,12,Comercio,Sudeste,6.25
64,M,Parda,12,Servicos,Sudeste,9.0625
46,F,Preta,9,Servicos,Sudeste,7.575
36,M,Preta,12,Agricultura,Sudeste,8.125
62,M,Preta,9,Comercio,Sudeste,9.375
54,F,Parda,8,Servicos,Sudeste,4.375
50,M,Parda,12,Comercio,Sudeste,16.875
52,F,Branca,12,Comercio,Sudeste,18.75
25,M,Branca,16,Servicos,Sudeste,7.575
23,F,Branca,16,Servicos,Sudeste,18.75
18,M,Branca,12,Industria,Sudeste,12.5
40,F,Parda,12,Servicos,Sudeste,11.25
34,F,Parda,12,Servicos,Sudeste,8.1375
39,M,Branca,4,Industria,Sudeste,6.25
40,M,Parda,12,Construcao,Sudeste,8.125
38,F,Parda,16,Comercio,Sudeste,8.125
25,M,Parda,12,Industria,Sudeste,8.25
38,M,Preta,16,Servicos,Sudeste,9.375
69,F,Parda,2,Servicos,Sudeste,10.625
59,F,Parda,12,Servicos,Sudeste,21.875
62,M,Parda,12,Servicos,Sudeste,9.375
21,M,Parda,12,Industria,Sudeste,9.375
18,F,Parda,11,Servicos,Sudeste,8.1375
38,M,Preta,9,Comercio,Sudeste,12.5
35,F,Parda,12,Industria,Sudeste,16.875
30,F,Parda,16,Servicos,Sudeste,16.25
41,M,Branca,12,Agricultura,Sudeste,9.375
65,F,Parda,16,Servicos,Sudeste,23.125
41,M,Branca,16,Servicos,Sudeste,31.25
28,M,Branca,16,Comercio,Sudeste,25.0
56,M,Branca,14,Agricultura,Sudeste,31.25
