idade,sexo,cor_raca,anos_estudo,setor,regiao,rendimento_hora
48,F,Parda,3,Industria,Nordeste,6.25
48,F,Branca,12,Agricultura,Nordeste,8.1375
52,M,Parda,6,Industria,Nordeste,7.5
25,M,Parda,6,Industria,Nordeste,8.1375
64,F,Branca,12,Servicos,Nordeste,16.25
41,M,Branca,12,Industria,Nordeste,8.1375
63,F,Parda,9,Comercio,Nordeste,7.5
31,M,Parda,8,Industria,Nordeste,8.125
44,F,Parda,3,Servicos,Nordeste,2.5
22,M,Branca,12,Agricultura,Nordeste,12.5
42,F,Parda,12,Industria,Nordeste,3.75
58,M,Branca,5,Industria,Nordeste,4.0625
55,F,Branca,2,Industria,Nordeste,4.0625
55,M,Parda,6,Comercio,Nordeste,8.1375
29,F,Parda,12,Servicos,Nordeste,6.25
28,M,Parda,9,Comercio,Nordeste,8.1375
23,M,Parda,9,Comercio,Nordeste,8.1375
30,F,Parda,13,Servicos,Nordeste,8.1375
29,F,Branca,16,Servicos,Nordeste,25.625
41,F,Branca,16,Comercio,Nordeste,31.25
37,M,Parda,9,Agricultura,Nordeste,1.5625
68,F,Parda,5,Servicos,Nordeste,2.5
40,F,Parda,5,Servicos,Nordeste,1.875
26,M,Parda,12,Comercio,Nordeste,3.75
28,M,Parda,5,Industria,Nordeste,7.575
30,M,Branca,7,Agricultura,Nordeste,5.0
45,F,Parda,5,Servicos,Nordeste,1.875
44,M,Preta,0,Comercio,Nordeste,8.1375
37,M,Branca,0,Industria,Nordeste,8.1375
46,M,Branca,3,Industria,Nordeste,6.25
27,M,Parda,16,Industria,Nordeste,3.75
43,M,Parda,12,Industria,Nordeste,6.25
40,F,Parda,12,Servicos,Nordeste,8.1375
31,M,Parda,12,Comercio,Nordeste,14.375
32,F,Preta,16,Servicos,Nordeste,11.25
27,M,Parda,10,Agricultura,Nordeste,8.1375
25,M,Branca,12,Servicos,Nordeste,8.1375
43,M,Parda,10,Industria,Nordeste,3.75
46,F,Parda,10,Industria,Nordeste,3.75
39,F,Parda,6,Servicos,Nordeste,8.1375
54,M,Parda,6,Servicos,Nordeste,8.1375
46,F,Parda,3,Servicos,Nordeste,3.125
54,F,Parda,8,Comercio,Nordeste,25.0
52,M,Branca,7,Agricultura,Nordeste,2.0625
47,F,Parda,16,Servicos,Nordeste,25.625
36,F,Branca,16,Servicos,Nordeste,18.75
34,M,Parda,12,Construcao,Nordeste,18.75
59,M,Parda,2,Servicos,Nordeste,3.125
28,F,Branca,13,Servicos,Nordeste,8.1375
54,M,Parda,15,Comercio,Nordeste,9.375
57,M,Parda,12,Construcao,Nordeste,5.0
55,F,Parda,5,Agricultura,Nordeste,2.5
58,F,Parda,12,Servicos,Nordeste,18.75
43,M,Branca,12,Comercio,Nordeste,12.5
37,F,Parda,14,Comercio,Nordeste,12.5
55,M,Parda,9,Industria,Nordeste,21.875
26,F,Branca,16,Comercio,Nordeste,15.15
40,F,Branca,11,Industria,Nordeste,1.875
53,M,Branca,6,Construcao,Nordeste,5.0
24,F,Parda,12,Industria,Nordeste,1.5625
39,F,Branca,12,Industria,Nordeste,8.1375
63,M,Branca,5,Industria,Nordeste,31.25
58,M,Branca,8,Servicos,Nordeste,6.25
59,F,Branca,10,Servicos,Nordeste,9.375
54,F,Parda,12,Servicos,Nordeste,8.1375
22,F,Branca,13,Industria,Nordeste,7.71875
57,M,Branca,7,Industria,Nordeste,3.75
51,F,Parda,5,Comercio,Nordeste,2.8125
35,F,Branca,7,Servicos,Nordeste,1.25
31,M,Parda,7,Agricultura,Nordeste,9.375
58,M,Branca,4,Industria,Nordeste,8.15625
51,M,Parda,3,Agricultura,Nordeste,1.875
48,F,Parda,8,Servicos,Nordeste,2.1875
29,F,Parda,5,Servicos,Nordeste,2.1875
28,M,Branca,12,Agricultura,Nordeste,8.15625
58,F,Branca,10,Comercio,Nordeste,8.15625
35,F,Branca,12,Industria,Nordeste,8.15625
40,M,Branca,5,Agricultura,Nordeste,12.5
20,F,Parda,12,Servicos,Nordeste,6.25
48,M,Parda,11,Agricultura,Nordeste,3.75
46,F,Parda,9,Servicos,Nordeste,2.1875
20,F,Parda,12,Industria,Nordeste,7.575
33,F,Parda,12,Servicos,Nordeste,2.5
20,F,Parda,12,Servicos,Nordeste,3.7875
54,M,Parda,2,Agricultura,Nordeste,3.125
63,M,Parda,0,Agricultura,Nordeste,4.0625
59,M,Parda,0,Agricultura,Nordeste,1.875
49,F,Branca,16,Servicos,Nordeste,7.575
25,F,Branca,16,Servicos,Nordeste,7.575
30,M,Branca,12,Agricultura,Nordeste,2.5
32,M,Branca,9,Servicos,Nordeste,7.575
20,F,Branca,12,Servicos,Nordeste,7.575
40,M,Parda,9,Servicos,Nordeste,5.3125
41,M,Branca,4,Servicos,Nordeste,8.1375
29,F,Branca,15,Servicos,Nordeste,7.75
51,F,Branca,16,Servicos,Nordeste,18.75
45,F,Branca,16,Servicos,Nordeste,18.75
49,F,Branca,16,Construcao,Nordeste,18.75
62,F,Parda,16,Servicos,Nordeste,25.0
68,F,Branca,16,Servicos,Nordeste,25.0
28,F,Preta,16,Servicos,Nordeste,11.25
21,F,Branca,15,Servicos,Nordeste,8.1375
39,M,Branca,9,Comercio,Nordeste,10.0
37,F,Parda,12,Comercio,Nordeste,10.0
24,F,Branca,16,Comercio,Nordeste,4.06875
25,M,Branca,11,Servicos,Nordeste,6.875
47,F,Parda,12,Servicos,Nordeste,5.0
29,M,Parda,11,Industria,Nordeste,3.75
46,F,Parda,7,Industria,Nordeste,5.0
48,M,Branca,9,Agricultura,Nordeste,18.75
47,F,Parda,10,Industria,Nordeste,12.5
20,M,Parda,12,Industria,Nordeste,8.1375
18,F,Branca,12,Industria,Nordeste,8.1375
45,F,Parda,16,Servicos,Nordeste,21.875
34,M,Parda,16,Servicos,Nordeste,15.625
31,F,Branca,12,Comercio,Nordeste,5.0
32,M,Branca,10,Servicos,Nordeste,7.575
27,M,Parda,5,Industria,Nordeste,6.875
40,F,Parda,10,Servicos,Nordeste,2.5
53,M,Branca,0,Agricultura,Nordeste,1.875
29,F,Parda,5,Servicos,Nordeste,1.875
42,F,Branca,7,Servicos,Nordeste,3.125
23,M,Branca,12,Industria,Nordeste,7.575
24,M,Branca,8,Industria,Nordeste,3.75
25,F,Parda,11,Servicos,Nordeste,1.875
23,M,Branca,9,Industria,Nordeste,3.75
28,F,Parda,12,Industria,Nordeste,8.25
40,M,Parda,13,Comercio,Nordeste,12.5
38,F,Parda,12,Servicos,Nordeste,8.1375
50,F,Preta,8,Comercio,Nordeste,1.875
21,F,Parda,12,Agricultura,Nordeste,4.0625
28,M,Parda,7,Servicos,Nordeste,15.625
65,F,Preta,13,Servicos,Nordeste,3.75
63,M,Branca,6,Industria,Nordeste,4.06875
58,F,Parda,6,Industria,Nordeste,4.06875
31,M,Branca,12,Comercio,Nordeste,12.20625
59,F,Parda,4,Servicos,Nordeste,8.25
49,F,Parda,2,Comercio,Nordeste,2.5
44,M,Preta,12,Industria,Nordeste,15.0
49,M,Parda,8,Construcao,Nordeste,3.4375
43,F,Branca,12,Comercio,Nordeste,8.1375
59,M,Branca,12,Servicos,Nordeste,8.1375
23,M,Branca,12,Servicos,Nordeste,16.275
29,M,Parda,8,Servicos,Nordeste,8.25
45,M,Preta,6,Agricultura,Nordeste,1.875
39,F,Parda,8,Agricultura,Nordeste,1.875
52,F,Preta,8,Industria,Nordeste,3.125
48,M,Branca,0,Industria,Nordeste,1.875
24,M,Branca,4,Agricultura,Nordeste,3.75
52,M,Branca,1,Agricultura,Nordeste,6.25
35,M,Parda,6,Industria,Nordeste,12.5
77,M,Parda,2,Agricultura,Nordeste,0.15625
29,M,Branca,6,Industria,Nordeste,8.1375
45,M,Branca,5,Industria,Nordeste,12.5
39,M,Branca,0,Industria,Nordeste,3.125
31,F,Branca,8,Servicos,Nordeste,0.9375
23,F,Parda,8,Servicos,Nordeste,5.0
32,M,Preta,12,Industria,Nordeste,8.1375
44,M,Branca,4,Industria,Nordeste,8.1375
32,M,Branca,5,Industria,Nordeste,8.1375
30,F,Branca,13,Servicos,Nordeste,8.1375
36,M,Branca,12,Industria,Nordeste,8.1375
26,F,Branca,12,Industria,Nordeste,3.125
58,M,Parda,6,Servicos,Nordeste,8.1375
48,F,Branca,12,Servicos,Nordeste,8.1375
22,F,Branca,16,Servicos,Nordeste,8.1375
60,F,Parda,16,Servicos,Nordeste,12.5
39,F,Branca,16,Servicos,Nordeste,23.75
31,M,Parda,10,Agricultura,Nordeste,7.575
32,M,Parda,12,Industria,Nordeste,7.575
34,M,Branca,9,Industria,Nordeste,7.575
31,M,Parda,7,Agricultura,Nordeste,7.575
46,M,Parda,4,Agricultura,Nordeste,5.3125
65,M,Parda,12,Agricultura,Nordeste,2.5
48,M,Branca,16,Comercio,Nordeste,7.575
69,F,Parda,12,Servicos,Nordeste,8.75
46,M,Branca,12,Industria,Nordeste,8.125
21,F,Branca,12,Comercio,Nordeste,9.375
61,F,Preta,12,Servicos,Nordeste,3.5
22,F,Parda,15,Servicos,Nordeste,3.75
45,F,Parda,12,Industria,Nordeste,12.5
52,F,Parda,12,Servicos,Nordeste,8.1375
51,M,Branca,12,Comercio,Nordeste,7.575
50,M,Parda,16,Servicos,Nordeste,28.125
48,M,Parda,6,Industria,Nordeste,9.375
21,M,Parda,10,Construcao,Nordeste,8.1375
62,F,Branca,8,Servicos,Nordeste,8.1375
40,M,Preta,8,Industria,Nordeste,5.0
49,F,Parda,9,Servicos,Nordeste,8.125
52,F,Parda,12,Servicos,Nordeste,7.575
48,M,Preta,8,Comercio,Nordeste,11.875
36,M,Parda,12,Construcao,Nordeste,7.5
55,M,Parda,7,Construcao,Nordeste,9.375
55,M,Branca,12,Agricultura,Nordeste,9.375
56,M,Parda,5,Industria,Nordeste,3.75
55,F,Parda,4,Agricultura,Nordeste,2.5
62,M,Branca,16,Agricultura,Nordeste,31.25
38,F,Parda,6,Servicos,Nordeste,4.5
65,M,Parda,7,Agricultura,Nordeste,2.5
65,M,Parda,0,Agricultura,Nordeste,7.575
22,M,Parda,5,Agricultura,Nordeste,7.575
34,M,Branca,15,Agricultura,Nordeste,15.625
32,F,Branca,16,Servicos,Nordeste,12.5
61,M,Branca,6,Agricultura,Nordeste,4.375
26,M,Parda,12,Industria,Nordeste,8.1375
25,M,Branca,12,Servicos,Nordeste,10.0
54,F,Branca,16,Servicos,Nordeste,28.125
40,M,Parda,9,Industria,Nordeste,3.75
41,M,Parda,11,Agricultura,Nordeste,8.1375
48,M,Branca,1,Agricultura,Nordeste,1.25
57,M,Parda,0,Agricultura,Nordeste,7.5
51,M,Parda,0,Agricultura,Nordeste,7.5
53,F,Parda,12,Servicos,Nordeste,8.1375
50,M,Branca,0,Agricultura,Nordeste,3.75
59,F,Parda,16,Servicos,Nordeste,28.125
42,M,Preta,9,Comercio,Nordeste,12.5
35,M,Branca,16,Servicos,Nordeste,18.75
40,M,Branca,12,Servicos,Nordeste,21.25
35,F,Parda,12,Comercio,Nordeste,8.1375
52,F,Parda,12,Servicos,Nordeste,8.125
45,M,Preta,8,Agricultura,Nordeste,10.0
33,F,Parda,16,Servicos,Nordeste,15.3125
32,M,Branca,12,Industria,Nordeste,8.15625
56,M,Preta,5,Industria,Nordeste,3.75
36,F,Parda,16,Servicos,Nordeste,8.1375
41,M,Branca,10,Servicos,Nordeste,13.125
47,M,Branca,0,Agricultura,Nordeste,4.375
45,F,Branca,7,Servicos,Nordeste,1.875
28,F,Branca,12,Servicos,Nordeste,8.1375
44,F,Branca,12,Servicos,Nordeste,10.0
46,F,Branca,16,Servicos,Nordeste,21.25
37,M,Branca,12,Construcao,Nordeste,5.0
50,M,Parda,8,Industria,Nordeste,11.35
20,M,Parda,5,Construcao,Nordeste,2.5
61,M,Branca,1,Servicos,Nordeste,9.375
53,F,Parda,16,Servicos,Nordeste,17.5
47,M,Branca,5,Agricultura,Nordeste,7.5
49,F,Branca,12,Servicos,Nordeste,8.75
50,F,Branca,12,Industria,Nordeste,9.375
46,M,Branca,14,Servicos,Nordeste,16.25
30,F,Branca,12,Industria,Nordeste,8.125
36,M,Branca,12,Construcao,Nordeste,15.625
35,M,Parda,13,Agricultura,Nordeste,15.625
24,M,Parda,12,Agricultura,Nordeste,8.1375
57,F,Branca,12,Industria,Nordeste,8.25
24,F,Branca,16,Comercio,Nordeste,15.0
61,M,Parda,9,Servicos,Nordeste,8.1375
54,F,Parda,8,Servicos,Nordeste,8.1375
25,M,Branca,12,Industria,Nordeste,8.75
24,M,Parda,12,Agricultura,Nordeste,8.1375
45,M,Branca,12,Industria,Nordeste,15.625
21,F,Branca,15,Comercio,Nordeste,6.25
23,M,Branca,14,Servicos,Nordeste,8.1375
59,M,Branca,4,Industria,Nordeste,9.375
55,F,Branca,7,Industria,Nordeste,9.375
60,F,Branca,5,Servicos,Nordeste,1.5
25,F,Branca,12,Industria,Nordeste,8.75
63,F,Branca,13,Comercio,Nordeste,8.1375
48,F,Branca,16,Servicos,Nordeste,28.125
51,F,Branca,16,Servicos,Nordeste,25.0
25,M,Branca,11,Industria,Nordeste,4.375
41,F,Parda,12,Servicos,Nordeste,9.375
38,M,Branca,8,Comercio,Nordeste,8.1375
22,F,Branca,15,Servicos,Nordeste,3.0
48,F,Parda,0,Comercio,Nordeste,1.875
50,M,Parda,0,Comercio,Nordeste,1.875
19,M,Parda,3,Comercio,Nordeste,1.875
61,M,Branca,12,Servicos,Nordeste,8.1375
35,M,Parda,9,Industria,Nordeste,5.0
40,F,Branca,9,Servicos,Nordeste,3.75
24,F,Parda,12,Industria,Nordeste,8.1375
38,F,Parda,12,Industria,Nordeste,1.875
29,M,Parda,13,Comercio,Nordeste,11.875
60,F,Branca,5,Industria,Nordeste,11.25
61,M,Parda,0,Industria,Nordeste,9.375
57,M,Parda,9,Agricultura,Nordeste,5.0
30,M,Branca,13,Industria,Nordeste,8.1375
56,M,Branca,1,Agricultura,Nordeste,8.75
36,M,Branca,16,Servicos,Nordeste,8.1375
44,M,Parda,0,Agricultura,Nordeste,10.0
53,M,Branca,12,Comercio,Nordeste,5.0
22,M,Branca,13,Agricultura,Nordeste,8.1375
46,M,Parda,4,Construcao,Nordeste,3.75
40,F,Parda,12,Servicos,Nordeste,9.3875
58,M,Parda,12,Industria,Nordeste,9.375
35,M,Parda,14,Servicos,Nordeste,1.875
31,M,Parda,16,Comercio,Nordeste,9.375
55,F,Branca,7,Servicos,Nordeste,8.1375
50,F,Parda,12,Servicos,Nordeste,1.5625
71,F,Branca,12,Servicos,Nordeste,6.25
44,F,Branca,15,Servicos,Nordeste,8.125
21,M,Branca,14,Agricultura,Nordeste,8.125
48,M,Parda,16,Comercio,Nordeste,15.15
18,M,Parda,12,Agricultura,Nordeste,3.75
45,F,Branca,8,Comercio,Nordeste,6.25
18,M,Parda,5,Industria,Nordeste,3.75
59,M,Parda,12,Comercio,Nordeste,16.875
55,F,Branca,14,Industria,Nordeste,17.5
52,M,Branca,12,Industria,Nordeste,25.0
59,F,Parda,5,Servicos,Nordeste,2.5
29,F,Parda,13,Servicos,Nordeste,8.125
71,F,Parda,4,Servicos,Nordeste,8.1375
52,F,Parda,12,Servicos,Nordeste,9.375
20,F,Parda,14,Servicos,Nordeste,5.0
66,M,Branca,16,Servicos,Nordeste,12.5
71,M,Branca,16,Servicos,Nordeste,22.725
54,F,Parda,16,Servicos,Nordeste,25.0
39,F,Branca,16,Agricultura,Nordeste,18.75
32,F,Branca,16,Servicos,Nordeste,15.625
53,M,Parda,0,Industria,Nordeste,5.625
21,M,Preta,12,Servicos,Nordeste,9.375
38,F,Parda,10,Servicos,Nordeste,5.0
40,F,Parda,16,Servicos,Nordeste,5.3125
27,F,Preta,16,Industria,Nordeste,9.375
31,M,Branca,12,Agricultura,Nordeste,8.75
48,M,Parda,10,Industria,Nordeste,9.375
51,M,Parda,12,Agricultura,Nordeste,5.0
51,F,Preta,15,Servicos,Nordeste,4.0625
51,M,Parda,12,Construcao,Nordeste,15.625
44,F,Parda,12,Servicos,Nordeste,5.0
36,F,Branca,15,Servicos,Nordeste,18.5
39,M,Branca,9,Servicos,Nordeste,15.625
67,F,Branca,2,Agricultura,Nordeste,3.75
22,M,Parda,11,Industria,Nordeste,3.0
50,M,Preta,10,Comercio,Nordeste,4.6875
58,F,Parda,16,Industria,Nordeste,1.875
30,M,Branca,12,Industria,Nordeste,8.1375
41,F,Preta,12,Agricultura,Nordeste,8.1375
21,M,Branca,7,Industria,Nordeste,4.375
21,F,Parda,11,Servicos,Nordeste,1.25
38,M,Parda,5,Comercio,Nordeste,4.375
62,M,Branca,6,Industria,Nordeste,9.375
52,F,Parda,16,Servicos,Nordeste,9.375
23,M,Parda,14,Servicos,Nordeste,13.75
25,M,Branca,16,Comercio,Nordeste,6.25
58,M,Preta,12,Industria,Nordeste,8.1375
55,F,Parda,15,Servicos,Nordeste,8.1375
58,F,Branca,12,Servicos,Nordeste,27.5
47,F,Parda,9,Servicos,Nordeste,8.1375
43,M,Parda,6,Industria,Nordeste,8.75
53,M,Branca,12,Comercio,Nordeste,8.1375
22,M,Branca,12,Industria,Nordeste,8.1375
24,F,Branca,12,Servicos,Nordeste,3.75
19,F,Branca,12,Comercio,Nordeste,8.1375
40,M,Branca,16,Industria,Nordeste,18.75
69,M,Branca,12,Servicos,Nordeste,22.5
57,F,Preta,16,Servicos,Nordeste,12.5
56,F,Preta,16,Servicos,Nordeste,9.375
53,F,Branca,12,Servicos,Nordeste,5.625
28,M,Branca,14,Comercio,Nordeste,8.1375
59,M,Branca,12,Industria,Nordeste,18.75
26,M,Branca,7,Comercio,Nordeste,8.1375
26,M,Branca,7,Comercio,Nordeste,8.1375
51,M,Branca,13,Industria,Nordeste,12.5
28,M,Branca,16,Comercio,Nordeste,27.5
43,M,Preta,12,Comercio,Nordeste,12.5
42,M,Preta,12,Construcao,Nordeste,8.75
38,M,Branca,6,Construcao,Nordeste,8.125
38,F,Branca,6,Comercio,Nordeste,8.125
18,M,Branca,7,Comercio,Nordeste,8.125
29,F,Branca,16,Industria,Nordeste,28.125
43,F,Parda,16,Industria,Nordeste,16.3875
36,M,Parda,16,Servicos,Nordeste,29.375
63,M,Branca,9,Comercio,Nordeste,12.5
36,M,Branca,11,Comercio,Nordeste,9.375
47,F,Parda,9,Servicos,Nordeste,8.125
19,F,Parda,11,Industria,Nordeste,8.1375
24,F,Parda,15,Servicos,Nordeste,8.1375
61,F,Parda,15,Industria,Nordeste,6.25
56,M,Parda,16,Servicos,Nordeste,15.625
57,M,Branca,2,Industria,Nordeste,10.0
42,F,Preta,16,Comercio,Nordeste,18.75
42,F,Parda,16,Servicos,Nordeste,8.1375
60,F,Parda,16,Agricultura,Nordeste,8.1375
52,M,Branca,16,Servicos,Nordeste,22.5
79,M,Branca,5,Servicos,Nordeste,8.1375
33,M,Parda,16,Agricultura,Nordeste,8.1375
64,M,Parda,5,Industria,Nordeste,7.5
48,F,Branca,13,Servicos,Nordeste,12.5
19,M,Branca,12,Agricultura,Nordeste,8.1375
61,M,Branca,4,Agricultura,Nordeste,8.1375
48,M,Branca,10,Servicos,Nordeste,4.375
39,M,Branca,6,Construcao,Nordeste,9.375
50,M,Branca,9,Servicos,Nordeste,8.1375
24,M,Parda,12,Servicos,Nordeste,5.625
26,F,Parda,12,Industria,Nordeste,8.75
67,M,Branca,9,Agricultura,Nordeste,5.625
23,M,Parda,6,Agricultura,Nordeste,4.06875
40,M,Parda,15,Industria,Nordeste,25.0
32,M,Branca,12,Servicos,Nordeste,5.625
24,F,Branca,16,Servicos,Nordeste,8.75
62,M,Branca,12,Construcao,Nordeste,16.275
46,F,Branca,12,Industria,Nordeste,24.4125
26,F,Branca,16,Servicos,Nordeste,16.275
50,F,Branca,12,Comercio,Nordeste,4.06875
23,M,Branca,15,Servicos,Nordeste,8.75
40,M,Branca,12,Agricultura,Nordeste,9.375
28,M,Preta,12,Servicos,Nordeste,12.5
27,M,Parda,12,Comercio,Nordeste,12.5
25,F,Parda,12,Comercio,Nordeste,12.5
35,F,Parda,12,Servicos,Nordeste,7.575
64,F,Parda,16,Servicos,Nordeste,25.0
45,M,Parda,9,Agricultura,Nordeste,2.5
30,F,Parda,9,Servicos,Nordeste,2.5
35,M,Parda,8,Industria,Nordeste,9.0
53,F,Branca,8,Servicos,Nordeste,8.125
52,F,Parda,16,Comercio,Nordeste,6.25
59,F,Parda,16,Servicos,Nordeste,18.75
31,F,Branca,16,Servicos,Nordeste,9.375
46,M,Parda,12,Comercio,Nordeste,11.25
29,M,Parda,9,Comercio,Nordeste,15.625
22,M,Parda,15,Servicos,Nordeste,5.0
54,M,Branca,12,Comercio,Nordeste,11.875
56,F,Branca,12,Servicos,Nordeste,12.5
41,F,Branca,12,Comercio,Nordeste,8.125
36,M,Parda,9,Industria,Nordeste,10.0
65,M,Parda,16,Agricultura,Nordeste,28.125
56,F,Parda,16,Agricultura,Nordeste,28.125
54,M,Branca,10,Comercio,Nordeste,11.25
44,M,Parda,12,Servicos,Nordeste,31.25
41,M,Parda,14,Industria,Nordeste,27.5
37,F,Parda,16,Industria,Nordeste,12.5
37,M,Parda,12,Comercio,Nordeste,7.575
44,F,Branca,10,Servicos,Nordeste,1.875
55,M,Branca,12,Comercio,Nordeste,8.25
50,M,Parda,12,Industria,Nordeste,0.9375
18,F,Branca,10,Industria,Nordeste,3.125
24,M,Branca,8,Servicos,Nordeste,1.25
51,M,Branca,9,Industria,Nordeste,1.875
41,F,Parda,9,Servicos,Nordeste,3.125
36,F,Parda,11,Servicos,Nordeste,1.875
45,M,Preta,16,Servicos,Nordeste,25.0
38,F,Parda,12,Servicos,Nordeste,8.1375
70,M,Parda,0,Industria,Nordeste,8.1375
38,F,Parda,12,Industria,Nordeste,5.625
38,M,Parda,6,Industria,Nordeste,5.625
54,M,Branca,14,Servicos,Nordeste,18.75
69,M,Branca,16,Comercio,Nordeste,18.75
35,F,Branca,7,Servicos,Nordeste,5.0
36,F,Parda,15,Construcao,Nordeste,18.75
51,M,Branca,12,Construcao,Nordeste,18.75
41,M,Branca,6,Agricultura,Nordeste,8.1375
38,F,Branca,7,Agricultura,Nordeste,8.1375
30,M,Parda,8,Agricultura,Nordeste,8.1375
30,F,Parda,10,Agricultura,Nordeste,8.1375
30,M,Parda,8,Agricultura,Nordeste,18.75
38,F,Branca,12,Servicos,Nordeste,8.1375
39,F,Parda,9,Servicos,Nordeste,2.1875
39,F,Parda,12,Servicos,Nordeste,0.25
41,M,Branca,9,Industria,Nordeste,9.375
26,F,Parda,9,Agricultura,Nordeste,8.1375
31,F,Parda,11,Agricultura,Nordeste,8.1375
31,F,Parda,12,Agricultura,Nordeste,8.1375
27,F,Parda,12,Industria,Nordeste,5.0
50,M,Branca,9,Industria,Nordeste,6.25
32,M,Parda,11,Agricultura,Nordeste,12.2
35,F,Parda,9,Agricultura,Nordeste,8.1375
38,F,Parda,12,Comercio,Nordeste,8.1375
38,M,Parda,12,Comercio,Nordeste,8.1375
20,F,Parda,11,Agricultura,Nordeste,3.75
20,M,Branca,12,Agricultura,Nordeste,4.0625
33,M,Parda,12,Servicos,Nordeste,7.5
29,F,Parda,13,Comercio,Nordeste,8.75
55,F,Branca,12,Industria,Nordeste,9.375
60,M,Parda,12,Industria,Nordeste,9.375
56,F,Branca,3,Servicos,Nordeste,8.1375
44,M,Parda,6,Comercio,Nordeste,8.1375
22,M,Parda,8,Construcao,Nordeste,3.75
36,M,Parda,12,Comercio,Nordeste,15.0
43,M,Branca,9,Agricultura,Nordeste,9.375
42,F,Preta,12,Servicos,Nordeste,8.125
44,M,Branca,5,Agricultura,Nordeste,9.375
20,M,Preta,12,Servicos,Nordeste,5.625
72,F,Parda,13,Comercio,Nordeste,9.375
25,M,Parda,6,Agricultura,Nordeste,0.9375
30,M,Parda,3,Agricultura,Nordeste,3.125
51,M,Branca,0,Agricultura,Nordeste,9.375
23,F,Parda,15,Servicos,Nordeste,8.1375
63,M,Parda,0,Agricultura,Nordeste,1.25
33,M,Parda,2,Agricultura,Nordeste,1.25
36,F,Branca,16,Servicos,Nordeste,15.625
42,M,Preta,10,Servicos,Nordeste,4.2375
43,M,Parda,8,Industria,Nordeste,5.0
20,M,Branca,9,Servicos,Nordeste,6.25
56,M,Parda,13,Servicos,Nordeste,7.5
45,F,Parda,12,Industria,Nordeste,7.5
57,F,Parda,9,Servicos,Nordeste,3.75
36,F,Parda,12,Servicos,Nordeste,1.5625
38,M,Parda,12,Construcao,Nordeste,25.0
30,F,Preta,16,Servicos,Nordeste,28.125
27,F,Branca,16,Servicos,Nordeste,18.75
27,M,Branca,13,Industria,Nordeste,15.625
38,F,Branca,11,Industria,Nordeste,5.0
44,M,Branca,7,Industria,Nordeste,11.25
29,M,Parda,12,Servicos,Nordeste,6.25
35,M,Parda,6,Industria,Nordeste,5.0
54,F,Parda,6,Servicos,Nordeste,4.375
35,M,Preta,16,Servicos,Nordeste,26.25
32,F,Preta,16,Servicos,Nordeste,20.0
56,M,Branca,12,Servicos,Nordeste,18.75
63,F,Parda,16,Servicos,Nordeste,18.75
47,M,Parda,12,Servicos,Nordeste,10.0
37,F,Parda,16,Servicos,Nordeste,11.875
23,F,Parda,12,Agricultura,Nordeste,8.25
38,F,Branca,12,Industria,Nordeste,1.5625
42,M,Branca,11,Industria,Nordeste,5.625
35,F,Branca,12,Servicos,Nordeste,8.1375
25,M,Parda,12,Servicos,Nordeste,8.1375
18,M,Branca,11,Comercio,Nordeste,5.0
20,F,Branca,12,Comercio,Nordeste,3.75
37,F,Parda,4,Servicos,Nordeste,2.5
22,M,Parda,7,Agricultura,Nordeste,1.875
34,F,Preta,12,Comercio,Nordeste,1.125
47,M,Parda,1,Agricultura,Nordeste,8.1375
57,M,Parda,1,Servicos,Nordeste,7.575
44,F,Parda,8,Servicos,Nordeste,1.875
44,M,Branca,6,Agricultura,Nordeste,2.1875
27,F,Parda,10,Servicos,Nordeste,2.1875
30,M,Parda,10,Industria,Nordeste,1.875
24,M,Parda,12,Industria,Nordeste,8.1375
28,F,Parda,15,Industria,Nordeste,0.9375
29,M,Parda,9,Industria,Nordeste,2.5
28,F,Parda,0,Comercio,Nordeste,7.5
28,M,Parda,1,Agricultura,Nordeste,6.25
38,F,Parda,12,Agricultura,Nordeste,7.575
25,M,Branca,12,Industria,Nordeste,6.25
35,M,Parda,9,Agricultura,Nordeste,2.5
47,M,Parda,0,Agricultura,Nordeste,5.0
57,M,Parda,4,Agricultura,Nordeste,7.5
31,F,Parda,12,Servicos,Nordeste,2.1875
44,F,Branca,0,Servicos,Nordeste,0.625
69,M,Parda,0,Agricultura,Nordeste,1.25
71,M,Parda,1,Agricultura,Nordeste,1.25
46,F,Parda,12,Servicos,Nordeste,1.25
28,M,Branca,16,Comercio,Nordeste,9.375
50,M,Parda,4,Agricultura,Nordeste,8.75
44,M,Branca,12,Servicos,Nordeste,9.375
26,M,Parda,8,Agricultura,Nordeste,10.0
47,M,Parda,11,Agricultura,Nordeste,7.5
38,F,Parda,10,Agricultura,Nordeste,6.25
55,M,Parda,1,Comercio,Nordeste,1.875
45,F,Parda,4,Servicos,Nordeste,4.375
39,F,Indigena,12,Industria,Nordeste,8.1375
34,M,Branca,12,Agricultura,Nordeste,3.75
34,F,Preta,12,Servicos,Nordeste,8.1375
37,M,Parda,6,Agricultura,Nordeste,8.1375
35,F,Parda,12,Agricultura,Nordeste,8.1375
39,M,Parda,8,Agricultura,Nordeste,8.1375
36,M,Parda,8,Agricultura,Nordeste,8.1375
21,M,Branca,1,Agricultura,Nordeste,8.1375
18,M,Parda,12,Comercio,Nordeste,1.875
43,M,Preta,8,Agricultura,Nordeste,3.75
56,F,Preta,15,Servicos,Nordeste,12.5
